scorer,DeepCut_resnet50_frontslowmoJun5shuffle1_28000,DeepCut_resnet50_frontslowmoJun5shuffle1_28000,DeepCut_resnet50_frontslowmoJun5shuffle1_28000,DeepCut_resnet50_frontslowmoJun5shuffle1_28000,DeepCut_resnet50_frontslowmoJun5shuffle1_28000,DeepCut_resnet50_frontslowmoJun5shuffle1_28000,DeepCut_resnet50_frontslowmoJun5shuffle1_28000,DeepCut_resnet50_frontslowmoJun5shuffle1_28000,DeepCut_resnet50_frontslowmoJun5shuffle1_28000,DeepCut_resnet50_frontslowmoJun5shuffle1_28000,DeepCut_resnet50_frontslowmoJun5shuffle1_28000,DeepCut_resnet50_frontslowmoJun5shuffle1_28000
bodyparts,LeftHand,LeftHand,LeftHand,RightHand,RightHand,RightHand,Nose,Nose,Nose,Pellet,Pellet,Pellet
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
79,1087.1108238697052,747.8763128221035,0.028649576008319855,959.7136042118073,443.6788949072361,0.010937027633190155,1067.9667001739144,734.8391308784485,0.008380350656807423,949.6434706449509,571.7931416928768,0.009329181164503098
80,1086.8548204898834,748.0157193988562,0.025430025532841682,1170.4275484085083,956.5935305356979,0.007472343277186155,1067.4320269227028,243.8467116355896,0.007811966352164745,1087.5043971538544,747.2905582785606,0.00385637441650033
81,1085.6874520778656,747.5506738424301,0.01955687440931797,1168.6828169822693,956.5101466178894,0.012396569363772869,1066.864704966545,242.94454431533813,0.006542295683175325,952.564416885376,572.2682092189789,0.005474313627928495
82,1022.6241624355316,458.78604912757874,0.017529690638184547,1022.0213103294373,458.60252368450165,0.02263820916414261,1067.5307269096375,243.0949969291687,0.007433068007230759,1023.2081589698792,460.0971322581172,0.010361450724303722
83,1087.098026752472,748.073096267879,0.01898459903895855,959.0659108161926,443.31882613897324,0.0182806309312582,962.3234207630157,443.1514687538147,0.009295870549976826,970.113114118576,444.7449777126312,0.008096923120319843
84,1085.633484840393,748.2401782274246,0.06628362834453583,1037.5270270109177,922.484219789505,0.018274730071425438,1148.7150840759277,751.4081444740295,0.011965679936110973,1085.288988351822,747.480322778225,0.008091812022030354
85,1086.2952635288239,747.8307700902224,0.04218975082039833,1037.8675047159195,917.2100440263748,0.020641934126615524,1149.6459230184555,751.2522900104523,0.008775977417826653,1006.5547676086426,588.5822125077248,0.007750147487968206
86,1130.8251184225082,749.4527906179428,0.009510808624327183,1037.0793046951294,922.5120834112167,0.022107252851128578,907.7981373667717,886.5101776123047,0.006884478498250246,909.1530431509018,892.4255126416683,0.007672457490116358
87,1006.8372826576233,588.7007005810738,0.01364027988165617,1037.017704486847,922.4698122739792,0.01935269497334957,860.133183285594,688.3856389522552,0.00785733200609684,970.5758365392685,444.66267907619476,0.007207146380096674
88,1151.7376329898834,765.1504958868027,0.03259671479463577,907.3504739403725,890.6685922145844,0.016409749165177345,1067.3774508833885,243.08505010604858,0.007440927438437939,1149.86350607872,764.0889444425702,0.008463351055979729
89,1150.624041557312,765.3717190027237,0.03410260006785393,1169.4374408721924,955.8467465788126,0.02563204988837242,1169.903938293457,951.1851334571838,0.009585498832166195,908.9816528558731,892.0895481333137,0.010179373435676098
90,1125.7801438570023,748.8603312373161,0.014944923110306263,1036.91021078825,921.9946768283844,0.02966299280524254,860.0163730774075,688.4505562782288,0.01778286322951317,909.4757190942764,892.5216615796089,0.010221479460597038
91,1151.3077569007874,764.3752655684948,0.010716689750552177,1036.849517762661,922.2788712978363,0.024380475282669067,861.4666373729706,687.9480595588684,0.02012760378420353,970.0677281618118,444.8578736782074,0.006546908523887396
92,1087.9039404392242,747.5102025270462,0.022707918658852577,1036.9012188911438,921.7080261707306,0.032735470682382584,860.6795284152031,688.170462846756,0.014322341419756413,909.4860956668854,892.5567421913147,0.007697274908423424
93,1149.3027433156967,752.7644286155701,0.027110284194350243,1036.6931933164597,922.2586847543716,0.024810126051306725,1148.700107574463,752.7730646133423,0.008372820913791656,1139.493091225624,750.0791482925415,0.008788487873971462
94,1149.6827791929245,752.9059691429138,0.018987765535712242,1037.0066462755203,922.4934967756271,0.02550644986331463,861.9913722276688,686.3350605964661,0.014879647642374039,909.5141544342041,892.1903546750546,0.011699304915964603
95,1149.1769766807556,752.561840057373,0.05855146795511246,1036.934473991394,922.4784097671509,0.024165239185094833,863.405440568924,684.3080770671368,0.02635098434984684,1140.223225697875,749.8571934700012,0.008903739042580128
96,1005.9763813018799,588.9596598744392,0.014547031372785568,1169.236867427826,955.4246805906296,0.02621094323694706,861.6897403001785,687.8597943782806,0.02338581718504429,909.6496205329895,892.0073598623276,0.01104927808046341
97,1087.5571026802063,747.1984878778458,0.01310044713318348,1169.2657761573792,955.3815885782242,0.02758202701807022,861.7205229997635,689.1884441375732,0.011899195611476898,909.6814200878143,892.1188390403986,0.010188611224293709
98,1124.2815997302532,742.9501330852509,0.01993652805685997,1168.7593216896057,955.9006563052535,0.02927401475608349,861.1636757850647,687.3452262878418,0.04443546012043953,909.3678776025772,892.2912769019604,0.010790103115141392
99,1125.8382987976074,743.0897603034973,0.016987841576337814,1169.1073784828186,956.1034031808376,0.021547136828303337,862.3498139381409,687.8299081325531,0.03591587021946907,909.7184134721756,892.0996889024973,0.008789090439677238
100,1125.900798201561,742.4291315078735,0.025984587147831917,907.4714802503586,890.646161198616,0.027349403128027916,860.5164678692818,688.943118095398,0.010735293850302696,909.6597876548767,892.1803831160069,0.008698711171746254
101,1126.4513301849365,741.8499759435654,0.024643629789352417,907.5840054154396,890.5678296089172,0.03320840001106262,908.7461549043655,887.0033044815063,0.009560731239616871,909.7536833286285,892.2653459012508,0.009778158739209175
102,1125.2450104951859,742.0218255519867,0.02713451161980629,907.5509016811848,890.46484208107,0.028370264917612076,861.9268621206284,687.1008515357971,0.010366659611463547,909.6323050260544,892.2971349656582,0.01070613507181406
103,1087.8333253860474,747.8427085876465,0.012273021042346954,907.6261848211288,890.3976699113846,0.02834688127040863,908.5600786805153,886.970666885376,0.010235212743282318,909.5984237194061,892.1452787667513,0.011549714021384716
104,1151.3932151794434,764.9975445866585,0.012725260108709335,907.9323999658227,890.3291836977005,0.01920860819518566,861.8713805675507,687.0267324447632,0.023601295426487923,909.7697707414627,892.1082651391625,0.009470144286751747
105,1151.2879164218903,764.4266681969166,0.01249153446406126,1169.1017055511475,955.8633220344782,0.023267237469553947,862.8872067928314,685.6965889930725,0.04421766847372055,1171.5215892791748,955.3019927144051,0.007169679272919893
106,1124.7759752869606,742.0239334106445,0.024624750018119812,1168.5591855049133,955.5865153372288,0.021860172972083092,861.3457367420197,688.3897747993469,0.014403251931071281,952.3176741600037,571.0372352600098,0.007750606629997492
107,1125.3755614757538,742.6335589885712,0.014135013334453106,907.2892044186592,890.7838764190674,0.025348318740725517,947.9755382537842,570.1441360712051,0.017622344195842743,909.4550670385361,892.5431790947914,0.010413752868771553
108,1171.9625916481018,954.8351999521255,0.011886151507496834,1169.349642753601,955.8924696594477,0.022612441331148148,948.5019493103027,569.9837229251862,0.014276335947215557,952.8921735286713,571.0001558065414,0.009939121082425117
109,1229.5929132699966,779.562338590622,0.019219908863306046,1169.2076563835144,955.8455184400082,0.022350743412971497,1169.3423337936401,952.0449376106262,0.008926870301365852,909.6440085172653,892.5742013454437,0.007934533059597015
110,1355.0640009641647,1038.8991494178772,0.017980854958295822,907.3151794075966,890.4143749475479,0.019428612664341927,863.1430983543396,685.9288576841354,0.009067329578101635,1353.8339958190918,1052.6777549386024,0.011487181298434734
111,1027.8668007850647,925.9380952119827,0.03503716364502907,907.7326296269894,890.449958562851,0.020932652056217194,1068.553033232689,243.1797275543213,0.009885567240417004,909.441476225853,892.049909774214,0.012135828845202923
112,862.3560085296631,687.8108985424042,0.0188760869204998,862.0395176410675,689.9968209266663,0.011354346759617329,861.9371798038483,687.3975071907043,0.2183186113834381,863.9977414608002,688.3897714614868,0.008378765545785427
113,1147.8425343185663,238.492573261261,0.00015905303007457405,1148.4014975726604,237.04482913017273,0.00022104386880528182,1067.1853051185608,243.27399396896362,0.004296143539249897,965.0869244337082,223.95897245407104,0.00044708949280902743
114,961.9096083641052,446.08039259910583,0.0026363038923591375,958.2037038803101,444.8347583413124,0.004775276407599449,1066.4998661279678,243.09736824035645,0.002829801058396697,960.929717540741,446.55969190597534,0.0030548369977623224
115,1024.3860335350037,460.119798399508,0.015086784958839417,1023.280038356781,459.99384961649776,0.02891402691602707,1024.5020360946655,457.77432918548584,0.007116454653441906,1024.4830479621887,461.00721180438995,0.012761079706251621
116,1029.4661246538162,450.1408759355545,0.01343273464590311,1021.3988448381424,455.6916928291321,0.00962327141314745,1066.8683594465256,242.52530479431152,0.004680187441408634,1029.7101731300354,455.45157384872437,0.0058578974567353725
117,1024.0589599609375,455.940176486969,0.008710420690476894,1021.5190939903259,455.6411347389221,0.008685887791216373,1260.2516900599003,258.43895959854126,0.004833592101931572,1024.8442597389221,458.26741099357605,0.004831140395253897
118,1032.2537655830383,448.9594404697418,0.0019494290463626385,1005.1706109046936,588.2460528761148,0.002725612372159958,1068.5947968959808,242.56977558135986,0.002932699164375663,953.5148479938507,571.3886653184891,0.0041827186942100525
119,1039.7841656208038,448.1439824104309,0.020500779151916504,1035.942688766867,449.3386526107788,0.034648749977350235,1039.4771058559418,448.4685158729553,0.007181915454566479,1039.3140225410461,448.80605602264404,0.027723396196961403
120,1039.7512130737305,446.95542311668396,0.020702963694930077,1036.1435157358646,448.2663502693176,0.01641857996582985,908.2570012509823,874.7420057058334,0.006924091372638941,1039.2138543128967,448.1611924171448,0.018847638741135597
