,reach_time,reach_label
0,1.093,s
1,7.33,f
2,14.433,f
3,20.814,f
4,24.928,s
5,30.84,f
6,35.268,f
7,42.592,s
8,47.269,f
9,54.334,s
10,58.98,f
11,65.483,f
12,66.179,f
13,85.683,f
