,reach_time,reach_label
0,11.589,s
1,17.755,f
2,18.474,r
3,20.81,r
4,22.457,r
5,25.491,s
6,37.403,f
7,41.884,s
8,51.558,f
9,57.359,s
10,64.503,f
11,78.54,f
12,84.611,s
13,96.276,f
14,108.619,s
15,117.017,s
16,123.131,f
17,130.131,f
18,157.557,s
19,164.342,s
20,207.559,f
