100, 0.04087, 0.005
200, 0.00925, 0.005
300, 0.00751, 0.005
400, 0.00641, 0.005
500, 0.00579, 0.005
600, 0.00562, 0.005
700, 0.00540, 0.005
800, 0.00458, 0.005
900, 0.00469, 0.005
1000, 0.00370, 0.005
1100, 0.00378, 0.005
1200, 0.00410, 0.005
1300, 0.00402, 0.005
1400, 0.00378, 0.005
1500, 0.00367, 0.005
1600, 0.00411, 0.005
1700, 0.00365, 0.005
1800, 0.00321, 0.005
1900, 0.00373, 0.005
2000, 0.00378, 0.005
2100, 0.00397, 0.005
2200, 0.00310, 0.005
2300, 0.00298, 0.005
2400, 0.00365, 0.005
2500, 0.00283, 0.005
2600, 0.00297, 0.005
2700, 0.00301, 0.005
2800, 0.00319, 0.005
2900, 0.00312, 0.005
3000, 0.00321, 0.005
3100, 0.00314, 0.005
3200, 0.00293, 0.005
3300, 0.00331, 0.005
3400, 0.00303, 0.005
3500, 0.00259, 0.005
3600, 0.00279, 0.005
3700, 0.00266, 0.005
3800, 0.00265, 0.005
3900, 0.00266, 0.005
