100, 0.06798, 0.005
200, 0.02221, 0.005
300, 0.01996, 0.005
400, 0.01993, 0.005
500, 0.01891, 0.005
600, 0.01633, 0.005
700, 0.01605, 0.005
800, 0.01666, 0.005
900, 0.01490, 0.005
1000, 0.01468, 0.005
1100, 0.01504, 0.005
1200, 0.01479, 0.005
1300, 0.01433, 0.005
1400, 0.01265, 0.005
1500, 0.01319, 0.005
1600, 0.01172, 0.005
1700, 0.01254, 0.005
1800, 0.01272, 0.005
1900, 0.01199, 0.005
2000, 0.01279, 0.005
2100, 0.01216, 0.005
2200, 0.01216, 0.005
2300, 0.01112, 0.005
2400, 0.01102, 0.005
2500, 0.01033, 0.005
2600, 0.01148, 0.005
2700, 0.00977, 0.005
2800, 0.01003, 0.005
2900, 0.01030, 0.005
3000, 0.00918, 0.005
3100, 0.00945, 0.005
3200, 0.00991, 0.005
3300, 0.00950, 0.005
3400, 0.00929, 0.005
3500, 0.00923, 0.005
3600, 0.01000, 0.005
3700, 0.00977, 0.005
3800, 0.00854, 0.005
3900, 0.00896, 0.005
4000, 0.00876, 0.005
4100, 0.00854, 0.005
4200, 0.00866, 0.005
4300, 0.00857, 0.005
4400, 0.00912, 0.005
4500, 0.00854, 0.005
4600, 0.00805, 0.005
4700, 0.00853, 0.005
4800, 0.00771, 0.005
4900, 0.00791, 0.005
5000, 0.00836, 0.005
5100, 0.00755, 0.005
5200, 0.00726, 0.005
5300, 0.00862, 0.005
5400, 0.00817, 0.005
5500, 0.00727, 0.005
5600, 0.00746, 0.005
5700, 0.00718, 0.005
5800, 0.00693, 0.005
5900, 0.00736, 0.005
6000, 0.00764, 0.005
6100, 0.00735, 0.005
6200, 0.00714, 0.005
6300, 0.00746, 0.005
6400, 0.00702, 0.005
6500, 0.00695, 0.005
6600, 0.00672, 0.005
6700, 0.00692, 0.005
6800, 0.00724, 0.005
6900, 0.00697, 0.005
7000, 0.00706, 0.005
7100, 0.00681, 0.005
7200, 0.00614, 0.005
7300, 0.00641, 0.005
7400, 0.00650, 0.005
7500, 0.00609, 0.005
7600, 0.00657, 0.005
7700, 0.00712, 0.005
7800, 0.00683, 0.005
7900, 0.00627, 0.005
8000, 0.00595, 0.005
8100, 0.00588, 0.005
8200, 0.00631, 0.005
8300, 0.00557, 0.005
8400, 0.00610, 0.005
8500, 0.00625, 0.005
8600, 0.00584, 0.005
8700, 0.00596, 0.005
8800, 0.00614, 0.005
8900, 0.00606, 0.005
9000, 0.00606, 0.005
9100, 0.00590, 0.005
9200, 0.00588, 0.005
9300, 0.00581, 0.005
9400, 0.00527, 0.005
9500, 0.00565, 0.005
9600, 0.00525, 0.005
9700, 0.00584, 0.005
9800, 0.00573, 0.005
9900, 0.00568, 0.005
10000, 0.00565, 0.005
10100, 0.00842, 0.02
10200, 0.00947, 0.02
10300, 0.00887, 0.02
10400, 0.00964, 0.02
10500, 0.00978, 0.02
10600, 0.00917, 0.02
10700, 0.00913, 0.02
10800, 0.00951, 0.02
10900, 0.00884, 0.02
11000, 0.00851, 0.02
11100, 0.00739, 0.02
11200, 0.00736, 0.02
11300, 0.00800, 0.02
11400, 0.00743, 0.02
11500, 0.00659, 0.02
11600, 0.00685, 0.02
11700, 0.00735, 0.02
11800, 0.00679, 0.02
11900, 0.00650, 0.02
12000, 0.00720, 0.02
12100, 0.00685, 0.02
12200, 0.00655, 0.02
12300, 0.00685, 0.02
12400, 0.00574, 0.02
12500, 0.00633, 0.02
12600, 0.00676, 0.02
12700, 0.00608, 0.02
12800, 0.00662, 0.02
12900, 0.00639, 0.02
13000, 0.00696, 0.02
13100, 0.00672, 0.02
13200, 0.00637, 0.02
13300, 0.00554, 0.02
13400, 0.00577, 0.02
13500, 0.00567, 0.02
13600, 0.00582, 0.02
13700, 0.00556, 0.02
13800, 0.00556, 0.02
13900, 0.00587, 0.02
14000, 0.00582, 0.02
14100, 0.00531, 0.02
14200, 0.00533, 0.02
14300, 0.00540, 0.02
14400, 0.00463, 0.02
14500, 0.00500, 0.02
14600, 0.00503, 0.02
14700, 0.00484, 0.02
14800, 0.00476, 0.02
14900, 0.00411, 0.02
15000, 0.00472, 0.02
15100, 0.00509, 0.02
15200, 0.00519, 0.02
15300, 0.00485, 0.02
15400, 0.00453, 0.02
15500, 0.00467, 0.02
15600, 0.00479, 0.02
15700, 0.00460, 0.02
15800, 0.00468, 0.02
15900, 0.00408, 0.02
16000, 0.00435, 0.02
16100, 0.00432, 0.02
16200, 0.00412, 0.02
16300, 0.00415, 0.02
16400, 0.00414, 0.02
16500, 0.00486, 0.02
16600, 0.00452, 0.02
16700, 0.00469, 0.02
16800, 0.00441, 0.02
16900, 0.00512, 0.02
17000, 0.00476, 0.02
17100, 0.00456, 0.02
17200, 0.00410, 0.02
17300, 0.00380, 0.02
17400, 0.00394, 0.02
17500, 0.00403, 0.02
17600, 0.00402, 0.02
17700, 0.00407, 0.02
17800, 0.00389, 0.02
17900, 0.00380, 0.02
18000, 0.00387, 0.02
18100, 0.00416, 0.02
18200, 0.00419, 0.02
18300, 0.00379, 0.02
18400, 0.00420, 0.02
18500, 0.00369, 0.02
18600, 0.00387, 0.02
18700, 0.00370, 0.02
18800, 0.00336, 0.02
18900, 0.00341, 0.02
19000, 0.00368, 0.02
19100, 0.00380, 0.02
19200, 0.00389, 0.02
19300, 0.00371, 0.02
19400, 0.00370, 0.02
19500, 0.00347, 0.02
19600, 0.00330, 0.02
19700, 0.00364, 0.02
19800, 0.00358, 0.02
19900, 0.00352, 0.02
20000, 0.00396, 0.02
20100, 0.00358, 0.02
20200, 0.00355, 0.02
20300, 0.00364, 0.02
20400, 0.00365, 0.02
20500, 0.00400, 0.02
20600, 0.00375, 0.02
20700, 0.00304, 0.02
20800, 0.00326, 0.02
20900, 0.00294, 0.02
21000, 0.00343, 0.02
21100, 0.00373, 0.02
21200, 0.00312, 0.02
21300, 0.00364, 0.02
21400, 0.00353, 0.02
21500, 0.00344, 0.02
21600, 0.00338, 0.02
21700, 0.00323, 0.02
21800, 0.00363, 0.02
21900, 0.00318, 0.02
22000, 0.00333, 0.02
22100, 0.00324, 0.02
22200, 0.00308, 0.02
22300, 0.00294, 0.02
22400, 0.00306, 0.02
22500, 0.00354, 0.02
22600, 0.00303, 0.02
22700, 0.00309, 0.02
22800, 0.00332, 0.02
22900, 0.00298, 0.02
23000, 0.00303, 0.02
23100, 0.00308, 0.02
23200, 0.00309, 0.02
23300, 0.00309, 0.02
23400, 0.00329, 0.02
23500, 0.00291, 0.02
23600, 0.00320, 0.02
23700, 0.00325, 0.02
23800, 0.00285, 0.02
23900, 0.00285, 0.02
24000, 0.00286, 0.02
24100, 0.00309, 0.02
24200, 0.00327, 0.02
24300, 0.00320, 0.02
24400, 0.00298, 0.02
24500, 0.00279, 0.02
24600, 0.00302, 0.02
24700, 0.00288, 0.02
24800, 0.00292, 0.02
24900, 0.00306, 0.02
25000, 0.00317, 0.02
25100, 0.00287, 0.02
25200, 0.00331, 0.02
25300, 0.00261, 0.02
25400, 0.00270, 0.02
25500, 0.00269, 0.02
25600, 0.00284, 0.02
25700, 0.00287, 0.02
25800, 0.00275, 0.02
25900, 0.00270, 0.02
26000, 0.00262, 0.02
26100, 0.00258, 0.02
26200, 0.00283, 0.02
26300, 0.00273, 0.02
26400, 0.00281, 0.02
26500, 0.00267, 0.02
26600, 0.00322, 0.02
26700, 0.00268, 0.02
26800, 0.00263, 0.02
26900, 0.00291, 0.02
27000, 0.00281, 0.02
27100, 0.00263, 0.02
27200, 0.00284, 0.02
27300, 0.00273, 0.02
27400, 0.00250, 0.02
27500, 0.00302, 0.02
27600, 0.00275, 0.02
27700, 0.00288, 0.02
27800, 0.00294, 0.02
27900, 0.00253, 0.02
28000, 0.00254, 0.02
28100, 0.00256, 0.02
28200, 0.00252, 0.02
28300, 0.00253, 0.02
28400, 0.00281, 0.02
28500, 0.00296, 0.02
28600, 0.00250, 0.02
28700, 0.00302, 0.02
28800, 0.00268, 0.02
28900, 0.00275, 0.02
29000, 0.00275, 0.02
29100, 0.00247, 0.02
29200, 0.00246, 0.02
29300, 0.00253, 0.02
29400, 0.00259, 0.02
29500, 0.00267, 0.02
29600, 0.00246, 0.02
29700, 0.00241, 0.02
29800, 0.00235, 0.02
29900, 0.00296, 0.02
30000, 0.00244, 0.02
